"","X.1","X","customer.id","Name.x","default","Personal.status","Present.residence.since","Present.employment.since","Job","age","Housing","Telephone","foreign.worker","Account.Status","Duration.in.Month","Savings.account.bonds","Property","Credit.history","Purpose","Credit.amount","Installment.rate","guarantors","Other.installment.plans","Number.of.existing.credits","liable.to.provide.maintenance"
"644",644,644,"MB-1808592","Mick Brown",1,"male   : single",2,2,"management",35,"rent","yes","yes",100,36,50,"car or other","existing credits paid back duly till now","Used Car",6948,2,"none","none",1,1
"645",645,645,"MB-730533","Maria Bertelson",1,"male   : single",2,3,"management",37,"own","yes","yes",50,24,90,"life insurance","delay in paying off in the past","business",4712,4,"none","Bank",2,1
"646",646,646,"MC-1727545","Marc Crier",1,"male   : divorced/separated",3,0,"management",43,"own","none","yes",0,36,90,"car or other","existing credits paid back duly till now","Others",15857,2,"co-applicant","none",1,1
"647",647,647,"MC-1742559","Mark Cousins",1,"male   : single",2,3,"management",27,"for free","none","yes",50,60,90,"","delay in paying off in the past","radio/television",9157,2,"none","none",1,1
"648",648,648,"MC-1757518","Matt Collins",1,"male   : single",2,1,"skilled employee ",25,"own","none","yes",10,24,90,"car or other","existing credits paid back duly till now","radio/television",3105,4,"none","none",2,1
"649",649,649,"MC-1760536","Matt Connell",1,"male   : married/widowed",1,4,"skilled employee ",24,"own","none","yes",500,12,90,"car or other","existing credits paid back duly till now","radio/television",3016,3,"none","none",1,1
"650",650,650,"MC-1763536","Matthew Clasen",1,"male   : divorced/separated",4,10,"skilled employee ",49,"own","none","yes",250,9,300,"real estate","existing credits paid back duly till now","radio/television",1126,2,"none","none",1,1
"651",651,651,"MC-1763582","Matthew Clasen",2,"male   : divorced/separated",1,1,"skilled employee ",33,"rent","none","yes",250,21,90,"car or other","critical account","education",2319,2,"none","none",1,1
"652",652,652,"MC-1784545","Michael Chen",1,"male   : married/widowed",3,4,"skilled employee ",33,"own","none","yes",10,15,90,"real estate","delay in paying off in the past","radio/television",1478,4,"none","Bank",2,1
"653",653,653,"MC-1784558","Michael Chen",2,"male   : single",4,1,"skilled employee ",27,"rent","yes","yes",10,36,90,"car or other","delay in paying off in the past","business",7980,4,"none","none",2,1
"654",654,654,"MC-1810045","Mick Crebagga",1,"male   : single",2,4,"unskilled ",29,"own","none","yes",0,12,90,"life insurance","existing credits paid back duly till now","furniture/equipment",3590,2,"co-applicant","none",1,2
"655",655,655,"MC-7275137","Marc Crier",1,"male   : single",2,3,"skilled employee ",35,"own","none","yes",50,7,80,"real estate","existing credits paid back duly till now","radio/television",2576,2,"guarantor","none",1,1
"656",656,656,"MC-7575110","Matt Collins",2,"female : divorced/separated",4,3,"unskilled ",20,"rent","yes","yes",50,24,90,"life insurance","existing credits paid back duly till now"," New Car",2718,3,"none","none",1,1
"657",657,657,"MD-1735028","Maribeth Dona",2,"male   : single",4,4,"unskilled ",34,"for free","none","yes",190,48,250,"","all credits paid back duly","business",3844,4,"none","none",1,2
"658",658,658,"MD-1786059","Michael Dominguez",1,"male   : single",1,7,"management",37,"own","yes","yes",10,48,900,"car or other","delay in paying off in the past","radio/television",12749,4,"none","none",1,1
"659",659,659,"MD-178607","Michael Dominguez",2,"female : divorced/separated",2,3,"skilled employee ",35,"own","none","yes",0,24,90,"life insurance","existing credits paid back duly till now"," New Car",1381,4,"none","none",1,1
"660",660,660,"MD-7860137","Michael Dominguez",2,"female : divorced/separated",2,1,"unskilled ",29,"rent","yes","yes",0,24,80,"car or other","delay in paying off in the past","radio/television",1659,4,"none","none",1,1
"661",661,661,"ME-17320139","Maria Etezadi",1,"male   : divorced/separated",4,10,"skilled employee ",28,"own","yes","yes",250,6,300,"car or other","critical account"," New Car",1323,2,"none","none",2,2
"662",662,662,"ME-1732064","Maria Etezadi",2,"female : divorced/separated",1,1,"unskilled ",32,"own","none","yes",50,6,400,"life insurance","all credits at this bank paid back duly"," New Car",931,1,"none","stores",1,1
"663",663,663,"MF-1766527","Maureen Fritzler",1,"male   : single",3,1,"skilled employee ",30,"own","none","yes",50,26,90,"car or other","existing credits paid back duly till now","Used Car",7966,2,"none","none",2,1
"664",664,664,"MF-1825045","Monica Federle",1,"female : divorced/separated",3,4,"skilled employee ",51,"own","yes","yes",10,12,150,"car or other","critical account"," New Car",682,4,"none","none",2,1
"665",665,665,"MG-17680144","Maureen Gastineau",1,"male   : single",2,5,"skilled employee ",32,"own","yes","yes",50,21,1500,"car or other","critical account","furniture/equipment",2745,3,"none","none",2,1
"666",666,666,"MG-1769527","Maureen Gnade",1,"male   : single",1,1,"unskilled ",24,"own","none","no",0,24,90,"life insurance","existing credits paid back duly till now","furniture/equipment",1747,4,"co-applicant","none",1,1
"667",667,667,"MG-1769564","Maureen Gnade",1,"female : divorced/separated",4,0,"unskilled ",57,"own","none","yes",10,11,250,"real estate","critical account","radio/television",1154,4,"none","none",3,1
"668",668,668,"MG-1789027","Michael Granlund",1,"male   : divorced/separated",4,4,"skilled employee ",48,"for free","yes","yes",10,24,90,"","existing credits paid back duly till now","Used Car",9277,2,"none","none",1,1
"669",669,669,"MG-1789097","Michael Granlund",1,"male   : married/widowed",2,4,"skilled employee ",24,"own","none","yes",10,6,900,"car or other","critical account"," New Car",2080,1,"none","none",1,1
"670",670,670,"MG-1814558","Mike Gockenbach",2,"female : divorced/separated",3,1,"skilled employee ",25,"rent","none","yes",20,12,90,"life insurance","all credits paid back duly","furniture/equipment",2969,4,"none","none",2,1
"671",671,671,"MG-1820518","Mitch Gastineau",1,"male   : married/widowed",3,1,"skilled employee ",47,"for free","yes","yes",10,24,90,"","critical account","radio/television",5103,3,"none","none",3,1
"672",672,672,"MG-1820558","Mitch Gastineau",1,"male   : single",4,5,"unskilled ",39,"own","none","no",0,8,80,"real estate","critical account"," New Car",3398,1,"none","none",2,1
"673",673,673,"MG-768060","Maureen Gastineau",2,"male   : single",2,3,"management",26,"own","yes","yes",10,36,80,"car or other","delay in paying off in the past","radio/television",4463,4,"none","none",2,1
"674",674,674,"MG-814533","Mike Gockenbach",1,"male   : single",1,10,"management",33,"own","yes","yes",50,18,80,"real estate","existing credits paid back duly till now","business",4439,1,"co-applicant","Bank",1,1
"675",675,675,"MH-1744027","Mark Haberlin",2,"female : divorced/separated",4,0,"unemployed",29,"rent","none","yes",0,24,90,"","all credits at this bank paid back duly"," New Car",1193,1,"co-applicant","none",2,1
"676",676,676,"MH-180257","Michelle Huthwaite",2,"male   : single",3,4,"skilled employee ",27,"own","yes","yes",0,40,90,"","critical account","education",5998,4,"none","Bank",1,1
"677",677,677,"MH-1811558","Mick Hernandez",1,"male   : divorced/separated",1,3,"skilled employee ",42,"own","none","yes",0,12,80,"car or other","existing credits paid back duly till now","furniture/equipment",2577,2,"none","none",1,1
"678",678,678,"MH-744033","Mark Haberlin",1,"male   : married/widowed",1,6,"management",32,"own","yes","yes",0,18,90,"life insurance","critical account","radio/television",1880,4,"none","none",2,1
"679",679,679,"ML-1739559","Marina Lichtenstein",1,"female : divorced/separated",1,1,"skilled employee ",29,"own","none","yes",250,6,90,"life insurance","delay in paying off in the past","radio/television",683,2,"none","Bank",1,1
"680",680,680,"ML-1741027","Maris LaWare",1,"male   : single",2,3,"skilled employee ",36,"rent","none","yes",0,9,90,"real estate","critical account"," New Car",2799,2,"none","none",2,2
"681",681,681,"ML-1741031","Maris LaWare",2,"female : divorced/separated",4,1,"skilled employee ",23,"own","none","yes",0,6,80,"life insurance","existing credits paid back duly till now","education",448,4,"none","none",1,1
"682",682,682,"ML-1775545","Max Ludwig",1,"male   : single",4,10,"skilled employee ",46,"own","yes","yes",10,15,90,"car or other","critical account","radio/television",1829,4,"none","none",2,1
"683",683,683,"MM-1726027","Magdelene Morse",1,"male   : married/widowed",2,10,"unskilled ",32,"own","none","yes",50,18,90,"real estate","existing credits paid back duly till now","radio/television",1301,4,"guarantor","none",1,1
"684",684,684,"MM-1726078","Magdelene Morse",2,"male   : single",2,1,"unskilled ",41,"own","none","yes",10,21,900,"real estate","delay in paying off in the past","business",2580,4,"none","Bank",1,2
"685",685,685,"MM-1792027","Michael Moore",1,"male   : married/widowed",2,9,"skilled employee ",35,"own","yes","yes",190,14,700,"real estate","existing credits paid back duly till now","business",1410,1,"none","none",1,1
"686",686,686,"MM-1792045","Michael Moore",1,"male   : single",2,1,"unskilled ",29,"own","none","no",250,4,90,"real estate","existing credits paid back duly till now"," New Car",1494,1,"none","none",1,2
"687",687,687,"MM-1805548","Michelle Moray",2,"male   : single",4,4,"unskilled ",21,"rent","none","yes",0,24,90,"real estate","existing credits paid back duly till now","radio/television",1987,2,"none","none",1,2
"688",688,688,"MM-7260110","Magdelene Morse",2,"female : divorced/separated",1,1,"skilled employee ",25,"rent","none","yes",100,12,50,"car or other","existing credits paid back duly till now"," New Car",1295,3,"none","none",1,1
"689",689,689,"MM-8280108","Muhammed MacIntyre",1,"male   : single",3,3,"skilled employee ",46,"own","none","yes",10,18,1500,"real estate","critical account","radio/television",1149,4,"none","none",2,1
"690",690,690,"MN-1793527","Michael Nguyen",1,"female : divorced/separated",4,4,"skilled employee ",20,"rent","none","yes",10,15,900,"car or other","existing credits paid back duly till now","furniture/equipment",2221,2,"none","none",1,1
"691",691,691,"MO-1750048","Mary O'Rourke",1,"male   : single",4,10,"skilled employee ",47,"own","yes","yes",10,18,90,"life insurance","existing credits paid back duly till now","furniture/equipment",3422,4,"none","Bank",3,2
"692",692,692,"MO-17800113","Meg O'Connel",1,"male   : single",4,10,"unskilled ",34,"own","none","yes",10,15,490,"car or other","all credits at this bank paid back duly","radio/television",1569,4,"none","Bank",1,2
"693",693,693,"MO-1780051","Meg O'Connel",2,"male   : single",3,3,"skilled employee ",44,"own","none","yes",0,18,90,"car or other","all credits at this bank paid back duly","furniture/equipment",1553,4,"none","Bank",1,1
"694",694,694,"MO-1780066","Meg O'Connel",2,"female : divorced/separated",2,3,"skilled employee ",24,"rent","none","yes",0,15,90,"car or other","existing credits paid back duly till now","domestic appliances",1275,4,"none","none",1,1
"695",695,695,"MP-1747048","Mark Packer",2,"male   : single",1,7,"skilled employee ",24,"own","yes","yes",0,36,90,"car or other","delay in paying off in the past","business",2145,2,"none","none",2,1
"696",696,696,"MP-1747093","Mark Packer",1,"male   : single",4,4,"unskilled ",23,"own","none","yes",10,10,90,"real estate","all credits at this bank paid back duly","radio/television",1048,4,"none","stores",1,1
"697",697,697,"MP-18175144","Mike Pelletier",2,"female : divorced/separated",3,3,"management",30,"own","yes","yes",50,48,80,"car or other","critical account","furniture/equipment",5096,2,"none","none",1,1
"698",698,698,"MP-1817545","Mike Pelletier",1,"male   : single",4,10,"unskilled ",63,"own","yes","yes",10,12,90,"real estate","critical account","radio/television",1655,2,"none","none",2,1
"699",699,699,"MP-181757","Mike Pelletier",2,"female : divorced/separated",2,2,"skilled employee ",25,"own","yes","yes",0,21,80,"real estate","existing credits paid back duly till now","radio/television",1835,3,"none","none",2,1
"700",700,700,"MR-1754558","Mathew Reese",1,"male   : divorced/separated",2,3,"unskilled ",31,"own","none","yes",50,10,80,"car or other","existing credits paid back duly till now","furniture/equipment",1521,4,"none","none",1,1
"701",701,701,"MR-175457","Mathew Reese",1,"female : divorced/separated",4,3,"unskilled ",22,"own","none","yes",0,15,90,"life insurance","existing credits paid back duly till now","business",806,4,"none","none",1,1
"702",702,702,"MS-1736539","Maribeth Schnelling",2,"male   : married/widowed",3,3,"skilled employee ",61,"own","none","yes",50,15,1500,"life insurance","delay in paying off in the past","repairs",1512,3,"none","stores",2,1
"703",703,703,"MS-175307","MaryBeth Skach",1,"male   : single",3,7,"skilled employee ",35,"own","yes","yes",10,21,90,"car or other","existing credits paid back duly till now","furniture/equipment",3976,2,"none","none",1,1
"704",704,704,"MS-17770139","Maxwell Schwartz",2,"female : divorced/separated",3,9,"management",34,"own","yes","yes",190,9,80,"car or other","critical account","education",1501,2,"none","none",2,1
"705",705,705,"MS-17830139","Melanie Seite",1,"male   : single",1,3,"skilled employee ",25,"own","none","yes",10,24,250,"car or other","existing credits paid back duly till now","furniture/equipment",5511,4,"none","stores",1,1
"706",706,706,"MS-1798048","Michael Stewart",1,"female : divorced/separated",2,2,"skilled employee ",28,"own","none","yes",10,12,150,"real estate","existing credits paid back duly till now","radio/television",2073,4,"co-applicant","none",1,1
"707",707,707,"MS-1798058","Michael Stewart",1,"female : divorced/separated",4,10,"skilled employee ",59,"own","yes","yes",10,15,90,"car or other","critical account"," New Car",5045,1,"none","none",1,1
"708",708,708,"MS-7830110","Melanie Seite",2,"female : divorced/separated",4,1,"unskilled ",25,"own","yes","yes",50,24,90,"car or other","existing credits paid back duly till now"," New Car",1355,3,"none","none",1,1
"709",709,709,"MT-1781527","Meg Tillman",1,"male   : single",2,4,"unskilled ",31,"own","none","no",10,10,90,"real estate","existing credits paid back duly till now"," New Car",1546,3,"none","none",1,2
"710",710,710,"MT-1781545","Meg Tillman",1,"male   : single",2,3,"skilled employee ",33,"own","none","yes",10,9,0,"real estate","critical account","radio/television",3074,1,"none","none",2,2
"711",711,711,"MT-1807045","Michelle Tran",1,"male   : single",1,1,"skilled employee ",33,"own","none","yes",10,18,90,"real estate","existing credits paid back duly till now","radio/television",2051,4,"none","none",1,1
